ID,Var_ID,Name,Description,ord
410-1,410,present,present,1
411-0,411,absent,absent,0
411-1,411,present,present,1
412-0,412,absent,absent,0
412-1,412,present,present,1
413-0,413,absent,absent,0
413-1,413,present,present,1
414-0,414,absent,absent,0
414-1,414,present,present,1
415-0,415,absent,absent,0
415-1,415,present,present,1
416-0,416,absent,absent,0
416-1,416,present,present,1
417-0,417,absent,absent,0
417-1,417,present,present,1
418-0,418,absent,absent,0
418-1,418,present,present,1
419-0,419,absent,absent,0
419-1,419,present,present,1
420-0,420,absent,absent,0
420-1,420,present,present,1
421-0,421,absent,absent,0
421-1,421,present,present,1
422-0,422,absent,absent,0
422-1,422,present,present,1
423-0,423,absent,absent,0
423-1,423,present,present,1
424-0,424,absent,absent,0
424-1,424,present,present,1
425-0,425,absent,absent,0
425-1,425,present,present,1
426-0,426,absent,absent,0
426-1,426,present,present,1
427-0,427,absent,absent,0
427-1,427,present,present,1
428-0,428,absent,absent,0
428-1,428,present,present,1
429-0,429,absent,absent,0
429-1,429,present,present,1
430-0,430,absent,absent,0
430-1,430,present,present,1
431-0,431,absent,absent,0
431-1,431,present,present,1
432-0,432,absent,absent,0
432-1,432,present,present,1
433-0,433,absent,absent,0
433-1,433,present,present,1
434-0,434,absent,absent,0
434-1,434,present,present,1
435-0,435,absent,absent,0
435-1,435,present,present,1
436-0,436,absent,absent,0
436-1,436,present,present,1
437-0,437,absent,absent,0
437-1,437,present,present,1
438-0,438,absent,absent,0
438-1,438,present,present,1
439-0,439,absent,absent,0
439-1,439,present,present,1
440-0,440,absent,absent,0
440-1,440,present,present,1
441-0,441,absent,absent,0
441-1,441,present,present,1
442-0,442,absent,absent,0
442-1,442,present,present,1
443-0,443,absent,absent,0
443-1,443,present,present,1
444-0,444,absent,absent,0
444-1,444,present,present,1
445-0,445,absent,absent,0
445-1,445,present,present,1
446-0,446,absent,absent,0
446-1,446,present,present,1
447-0,447,absent,absent,0
447-1,447,present,present,1
448-0,448,absent,absent,0
448-1,448,present,present,1
